Timestamp,global
2025-03-03 00:00:00,157
2025-03-03 00:05:36,159
2025-03-03 00:10:36,162
2025-03-03 00:15:36,164
2025-03-03 00:20:36,165
2025-03-03 00:25:36,167
2025-03-03 00:30:36,169
2025-03-03 00:35:36,171
2025-03-03 00:40:36,171
2025-03-03 00:45:36,174
2025-03-03 00:50:36,175
2025-03-03 00:55:36,178
2025-03-03 01:00:00,179
2025-03-03 01:05:44,179
2025-03-03 01:10:44,181
2025-03-03 01:15:44,181
2025-03-03 01:20:44,182
2025-03-03 01:25:44,181
2025-03-03 01:30:44,183
2025-03-03 01:35:44,182
2025-03-03 01:40:44,182
2025-03-03 01:45:44,184
2025-03-03 01:50:44,186
2025-03-03 01:55:44,184
2025-03-03 02:00:00,185
2025-03-03 02:05:41,190
2025-03-03 02:10:41,191
2025-03-03 02:15:41,198
2025-03-03 02:20:41,201
2025-03-03 02:25:41,204
2025-03-03 02:30:41,207
2025-03-03 02:35:41,209
2025-03-03 02:40:41,210
2025-03-03 02:45:41,210
2025-03-03 02:50:41,212
2025-03-03 02:55:41,214
2025-03-03 03:00:00,215
2025-03-03 03:05:50,215
2025-03-03 03:10:50,216
2025-03-03 03:15:50,216
2025-03-03 03:20:50,217
2025-03-03 03:25:50,216
2025-03-03 03:30:50,214
2025-03-03 03:35:50,212
2025-03-03 03:40:50,211
2025-03-03 03:45:50,207
2025-03-03 03:50:50,206
2025-03-03 03:55:50,202
2025-03-03 04:00:00,201
2025-03-03 04:06:16,203
2025-03-03 04:11:16,207
2025-03-03 04:16:16,206
2025-03-03 04:21:16,210
2025-03-03 04:26:16,210
2025-03-03 04:31:16,213
2025-03-03 04:36:16,216
2025-03-03 04:41:16,219
2025-03-03 04:46:16,222
2025-03-03 04:51:16,223
2025-03-03 04:56:16,223
2025-03-03 05:00:00,223
2025-03-03 05:05:43,227
2025-03-03 05:10:43,230
2025-03-03 05:15:43,234
2025-03-03 05:20:43,240
2025-03-03 05:25:43,240
2025-03-03 05:30:43,242
2025-03-03 05:35:43,242
2025-03-03 05:40:43,244
2025-03-03 05:45:43,246
2025-03-03 05:50:43,248
2025-03-03 05:55:43,251
2025-03-03 06:00:00,253
2025-03-03 06:05:40,253
2025-03-03 06:10:40,255
2025-03-03 06:15:40,257
2025-03-03 06:20:40,259
2025-03-03 06:25:40,260
2025-03-03 06:30:40,262
2025-03-03 06:35:40,262
2025-03-03 06:40:40,266
2025-03-03 06:45:40,267
2025-03-03 06:50:40,267
2025-03-03 06:55:40,269
2025-03-03 07:00:00,271
2025-03-03 07:06:29,272
2025-03-03 07:11:29,278
2025-03-03 07:16:29,278
2025-03-03 07:21:29,276
2025-03-03 07:26:29,277
2025-03-03 07:31:29,278
2025-03-03 07:36:29,278
2025-03-03 07:41:29,280
2025-03-03 07:46:29,282
2025-03-03 07:51:29,283
2025-03-03 07:56:29,281
2025-03-03 08:00:00,284
2025-03-03 08:05:32,286
2025-03-03 08:10:32,287
2025-03-03 08:15:32,287
2025-03-03 08:20:32,291
2025-03-03 08:25:32,292
2025-03-03 08:30:32,294
2025-03-03 08:35:32,296
2025-03-03 08:40:32,301
2025-03-03 08:45:32,301
2025-03-03 08:50:32,302
2025-03-03 08:55:32,303
2025-03-03 09:00:00,303
2025-03-03 09:05:35,305
2025-03-03 09:10:35,306
2025-03-03 09:15:35,307
2025-03-03 09:20:35,309
2025-03-03 09:25:35,315
2025-03-03 09:30:35,318
2025-03-03 09:35:35,315
2025-03-03 09:40:35,313
2025-03-03 09:45:35,309
2025-03-03 09:50:35,312
2025-03-03 09:55:35,311
2025-03-03 10:00:00,310
2025-03-03 10:05:42,314
2025-03-03 10:10:42,315
2025-03-03 10:15:42,317
2025-03-03 10:20:42,323
2025-03-03 10:25:42,325
2025-03-03 10:30:42,326
2025-03-03 10:35:42,328
2025-03-03 10:40:42,328
2025-03-03 10:45:42,328
2025-03-03 10:50:42,329
2025-03-03 10:55:42,329
2025-03-03 11:00:00,329
2025-03-03 11:05:40,328
2025-03-03 11:10:40,328
2025-03-03 11:15:40,327
2025-03-03 11:20:40,329
2025-03-03 11:25:40,331
2025-03-03 11:30:40,333
2025-03-03 11:35:40,333
2025-03-03 11:40:40,334
2025-03-03 11:45:40,335
2025-03-03 11:50:40,335
2025-03-03 11:55:40,339
2025-03-03 12:00:00,339
2025-03-03 12:05:44,342
2025-03-03 12:10:44,339
2025-03-03 12:15:44,340
2025-03-03 12:20:44,343
2025-03-03 12:25:44,348
2025-03-03 12:30:44,345
2025-03-03 12:35:44,343
2025-03-03 12:40:44,341
2025-03-03 12:45:44,340
2025-03-03 12:50:44,340
2025-03-03 12:55:44,336
2025-03-03 13:00:00,338
2025-03-03 13:05:38,342
2025-03-03 13:10:38,342
2025-03-03 13:15:38,343
2025-03-03 13:20:38,342
2025-03-03 13:25:38,342
2025-03-03 13:30:38,341
2025-03-03 13:35:38,338
2025-03-03 13:40:38,339
2025-03-03 13:45:38,338
2025-03-03 13:50:38,342
2025-03-03 13:55:38,343
2025-03-03 14:00:00,340
2025-03-03 14:05:40,344
2025-03-03 14:10:40,350
2025-03-03 14:15:40,347
2025-03-03 14:20:40,348
2025-03-03 14:25:40,347
2025-03-03 14:30:40,348
2025-03-03 14:35:40,345
2025-03-03 14:40:40,344
2025-03-03 14:45:40,342
2025-03-03 14:50:40,343
2025-03-03 14:55:40,343
2025-03-03 15:00:00,342
2025-03-03 15:05:42,341
2025-03-03 15:10:42,344
2025-03-03 15:15:42,346
2025-03-03 15:20:42,346
2025-03-03 15:25:42,347
2025-03-03 15:30:42,347
2025-03-03 15:35:42,344
2025-03-03 15:40:42,344
2025-03-03 15:45:42,343
2025-03-03 15:50:42,344
2025-03-03 15:55:42,344
2025-03-03 16:00:00,345
2025-03-03 16:05:40,344
2025-03-03 16:10:40,347
2025-03-03 16:15:40,348
2025-03-03 16:20:40,350
2025-03-03 16:25:40,350
2025-03-03 16:30:40,353
2025-03-03 16:35:40,355
2025-03-03 16:40:40,356
2025-03-03 16:45:40,353
2025-03-03 16:50:40,356
2025-03-03 16:55:40,357
2025-03-03 17:00:00,358
2025-03-03 17:05:37,357
2025-03-03 17:10:37,362
2025-03-03 17:15:37,360
2025-03-03 17:20:37,359
2025-03-03 17:25:37,359
2025-03-03 17:30:37,361
2025-03-03 17:35:37,359
2025-03-03 17:40:37,362
2025-03-03 17:45:37,363
2025-03-03 17:50:37,365
2025-03-03 17:55:37,368
2025-03-03 18:00:00,366
2025-03-03 18:05:43,363
2025-03-03 18:10:43,362
2025-03-03 18:15:43,365
2025-03-03 18:20:43,365
2025-03-03 18:25:43,365
2025-03-03 18:30:43,364
2025-03-03 18:35:43,365
2025-03-03 18:40:43,364
2025-03-03 18:45:43,362
2025-03-03 18:50:43,362
2025-03-03 18:55:43,362
2025-03-03 19:00:00,362
2025-03-03 19:05:39,360
2025-03-03 19:10:39,358
2025-03-03 19:15:39,356
2025-03-03 19:20:39,360
2025-03-03 19:25:39,357
2025-03-03 19:30:39,360
2025-03-03 19:35:39,357
2025-03-03 19:40:39,357
2025-03-03 19:45:39,353
2025-03-03 19:50:39,359
2025-03-03 19:55:39,356
2025-03-03 20:00:00,357
2025-03-03 20:05:43,356
2025-03-03 20:10:43,355
2025-03-03 20:15:43,351
2025-03-03 20:20:43,350
2025-03-03 20:25:43,347
2025-03-03 20:30:43,349
2025-03-03 20:35:43,347
2025-03-03 20:40:43,346
2025-03-03 20:45:43,343
2025-03-03 20:50:43,343
2025-03-03 20:55:43,340
2025-03-03 21:00:00,343
2025-03-03 21:05:35,341
2025-03-03 21:10:35,341
2025-03-03 21:15:35,339
2025-03-03 21:20:35,341
2025-03-03 21:25:35,340
2025-03-03 21:30:35,343
2025-03-03 21:35:35,339
2025-03-03 21:40:35,343
2025-03-03 21:45:35,342
2025-03-03 21:50:35,345
2025-03-03 21:55:35,343
2025-03-03 22:00:00,345
2025-03-03 22:05:38,341
2025-03-03 22:10:38,344
2025-03-03 22:15:38,343
2025-03-03 22:20:38,344
2025-03-03 22:25:38,344
2025-03-03 22:30:38,342
2025-03-03 22:35:38,343
2025-03-03 22:40:38,346
2025-03-03 22:45:38,346
2025-03-03 22:50:38,350
2025-03-03 22:55:38,349
2025-03-03 23:00:00,349
2025-03-03 23:05:41,345
2025-03-03 23:10:41,347
2025-03-03 23:15:41,345
2025-03-03 23:20:41,343
2025-03-03 23:25:41,345
2025-03-03 23:30:41,346
2025-03-03 23:35:41,349
2025-03-03 23:40:41,347
2025-03-03 23:45:41,345
2025-03-03 23:50:41,343
2025-03-03 23:55:41,341
2025-03-04 00:00:00,341
2025-03-04 00:05:38,340
